sample_id,source,color_name,L,a,b,r_380,r_390,r_400,r_410,r_420,r_430,r_440,r_450,r_460,r_470,r_480,r_490,r_500,r_510,r_520,r_530,r_540,r_550,r_560,r_570,r_580,r_590,r_600,r_610,r_620,r_630,r_640,r_650,r_660,r_670,r_680,r_690,r_700,r_710,r_720,r_730,r_740,r_750,r_760,r_770,r_780
train_00010,smooth_basis,deep red,33.55003356933594,89.32135772705078,-30.152124404907227,0.3358093798160553,0.3003907799720764,0.27077412605285645,0.232061505317688,0.2302493155002594,0.2324836254119873,0.18455107510089874,0.14670203626155853,0.1301545351743698,0.0851839929819107,0.07613694667816162,0.062291137874126434,0.04716797545552254,0.04767182469367981,0.04014436528086662,0.045437611639499664,0.03870624676346779,0.06560535728931427,0.08739462494850159,0.0784442201256752,0.0979473665356636,0.13960030674934387,0.14367640018463135,0.17823202908039093,0.17712552845478058,0.21188975870609283,0.21272869408130646,0.2263672798871994,0.2502346932888031,0.24042481184005737,0.24300703406333923,0.25550779700279236,0.2715502083301544,0.2580772042274475,0.28665176033973694,0.2813642621040344,0.3046768307685852,0.27566227316856384,0.29805272817611694,0.2951963245868683,0.3096793591976166
train_00011,absorption_band,magenta,80.16035461425781,55.795372009277344,-31.78070831298828,0.7827675342559814,0.7801663875579834,0.7975529432296753,0.7763312458992004,0.7741313576698303,0.7696669101715088,0.7668795585632324,0.7647574543952942,0.7683142423629761,0.7764950394630432,0.7805416584014893,0.7776848673820496,0.7693514227867126,0.7851271629333496,0.7797825336456299,0.7581555247306824,0.7193737030029297,0.6603869795799255,0.5426329374313354,0.39199715852737427,0.30515098571777344,0.2937771677970886,0.3617357611656189,0.5025976300239563,0.6002293229103088,0.656501829624176,0.5612050890922546,0.4535377025604248,0.5369279980659485,0.6591102480888367,0.7474295496940613,0.7724932432174683,0.7663942575454712,0.7843440175056458,0.7971751689910889,0.765436053276062,0.7688275575637817,0.7795566916465759,0.7933133244514465,0.7649784684181213,0.779692530632019
train_00012,high_chroma,deep red,75.88753509521484,88.38680267333984,38.32991027832031,0.11185166984796524,0.11216896027326584,0.09910103678703308,0.13023976981639862,0.12872329354286194,0.1578519195318222,0.15063776075839996,0.16355536878108978,0.18958204984664917,0.20741461217403412,0.2215171605348587,0.2195519208908081,0.26403236389160156,0.274455726146698,0.3184472918510437,0.33959823846817017,0.4035494327545166,0.44423386454582214,0.5000796318054199,0.5861010551452637,0.6494153141975403,0.7060069441795349,0.7831369042396545,0.8061181902885437,0.8330860137939453,0.8347032070159912,0.801150918006897,0.7651872634887695,0.6901418566703796,0.6139821410179138,0.548438310623169,0.4414192736148834,0.35015642642974854,0.3218952417373657,0.2737386226654053,0.19801557064056396,0.14714793860912323,0.13704034686088562,0.11834865808486938,0.10608143359422684,0.08779339492321014
train_00013,smooth_basis,deep red,67.44984436035156,44.17011260986328,-20.28297233581543,0.4795730710029602,0.4691290259361267,0.4864855110645294,0.46108153462409973,0.4741411507129669,0.4408901631832123,0.45214352011680603,0.4438210427761078,0.42655274271965027,0.43225234746932983,0.43885716795921326,0.42104363441467285,0.40613216161727905,0.42223337292671204,0.412095844745636,0.414158433675766,0.4094856381416321,0.3813900947570801,0.3660493493080139,0.36759331822395325,0.3367308974266052,0.2959860861301422,0.31110671162605286,0.2903871238231659,0.26796087622642517,0.25226888060569763,0.26674067974090576,0.2571171522140503,0.2747122049331665,0.2541310489177704,0.25439345836639404,0.25072136521339417,0.2634308934211731,0.2650684714317322,0.2752423584461212,0.26145055890083313,0.26598507165908813,0.2687113285064697,0.283870667219162,0.2925780117511749,0.27374860644340515
train_00014,neutral_flat,deep red,76.8169937133789,62.22736740112305,-10.767364501953125,0.5132598280906677,0.5238629579544067,0.4804636538028717,0.5006394982337952,0.5075002908706665,0.48472362756729126,0.48080557584762573,0.47525885701179504,0.5184597373008728,0.5400305986404419,0.4975767135620117,0.4773983061313629,0.5115948915481567,0.536504864692688,0.5147954225540161,0.5029632449150085,0.5161198973655701,0.49920454621315,0.5212856531143188,0.5082615613937378,0.511833131313324,0.5164202451705933,0.5291293263435364,0.5196589827537537,0.48401200771331787,0.4965569078922272,0.5281413793563843,0.5106200575828552,0.508621335029602,0.5163699388504028,0.5357792973518372,0.4836168587207794,0.49241721630096436,0.479779452085495,0.5342127680778503,0.5101357102394104,0.5101702213287354,0.5111746191978455,0.5119557976722717,0.531768262386322,0.5148851275444031
train_00015,absorption_band,deep red,80.94697570800781,44.521419525146484,-13.67952823638916,0.5965971350669861,0.5945513844490051,0.5920801162719727,0.5832849740982056,0.5925987362861633,0.5866482257843018,0.5816060900688171,0.5992214679718018,0.5980218648910522,0.5762421488761902,0.5928823947906494,0.6040662527084351,0.6047014594078064,0.6043676137924194,0.5944983959197998,0.5856587886810303,0.5832722187042236,0.5975541472434998,0.5978809595108032,0.6067114472389221,0.6027352213859558,0.5786548852920532,0.5245465040206909,0.4341903030872345,0.3042093813419342,0.22159984707832336,0.26557308435440063,0.39535731077194214,0.480111688375473,0.5030064582824707,0.48928359150886536,0.43631261587142944,0.36472299695014954,0.23716148734092712,0.1751944124698639,0.2910151779651642,0.41737496852874756,0.45066481828689575,0.48520299792289734,0.5226390361785889,0.565807044506073
train_00016,smooth_basis,deep red,77.91300201416016,66.52754211425781,-6.319022178649902,0.4279361367225647,0.43913713097572327,0.4391629695892334,0.44155359268188477,0.4511047601699829,0.47259828448295593,0.4807637333869934,0.46323609352111816,0.4900231957435608,0.47591185569763184,0.4979187250137329,0.4845513105392456,0.49220430850982666,0.5002875328063965,0.5345014333724976,0.5176432132720947,0.5087906122207642,0.5325587391853333,0.5264638662338257,0.532519519329071,0.5538535714149475,0.5523238182067871,0.5618090033531189,0.5658068060874939,0.575185239315033,0.5816209316253662,0.5628669857978821,0.593024730682373,0.5798959732055664,0.577898383140564,0.5936384797096252,0.5963386297225952,0.5893190503120422,0.6049203872680664,0.5832754373550415,0.5925772190093994,0.5907334685325623,0.5961480736732483,0.5996221899986267,0.5872324109077454,0.6053385734558105
train_00017,high_chroma,near white,91.27640533447266,15.122711181640625,47.6832389831543,0.16584961116313934,0.18325285613536835,0.1733463555574417,0.1839257925748825,0.1965516358613968,0.22327564656734467,0.2476615458726883,0.2491692453622818,0.25251272320747375,0.2934093773365021,0.34735623002052307,0.41055771708488464,0.48872214555740356,0.5837830305099487,0.6782211661338806,0.7864463925361633,0.8473352789878845,0.894439160823822,0.9187139272689819,0.8687401413917542,0.8220162987709045,0.7273849248886108,0.6206521391868591,0.5342179536819458,0.41862982511520386,0.3678342401981354,0.2846300005912781,0.2294447273015976,0.21077264845371246,0.1762382984161377,0.16248922049999237,0.16085277497768402,0.1517411321401596,0.13084673881530762,0.13895222544670105,0.1335630714893341,0.1300487071275711,0.11540248990058899,0.11884348094463348,0.0821354016661644,0.09408427774906158
train_00018,neutral_flat,near white,94.12696075439453,73.4531021118164,-14.665639877319336,0.8402621150016785,0.8330501317977905,0.8748642206192017,0.839222252368927,0.8646403551101685,0.8460520505905151,0.8474977016448975,0.8482183814048767,0.8581460118293762,0.8728376626968384,0.8639037013053894,0.8434183597564697,0.8690798878669739,0.8278035521507263,0.833703339099884,0.8677324056625366,0.8668131828308105,0.8370569348335266,0.8647806644439697,0.8639072179794312,0.8709384202957153,0.8598501682281494,0.8298118114471436,0.8575379252433777,0.8022048473358154,0.8501052856445312,0.803169310092926,0.8381307125091553,0.873910129070282,0.8695009350776672,0.8306561708450317,0.8420356512069702,0.8774163126945496,0.8431412577629089,0.8841413855552673,0.8573986887931824,0.8547176718711853,0.8661502003669739,0.847010612487793,0.84049391746521,0.8475739359855652
train_00019,smooth_basis,deep red,76.52046966552734,33.853294372558594,-6.588554382324219,0.47765401005744934,0.46247532963752747,0.44026488065719604,0.4280451536178589,0.4256744086742401,0.43321916460990906,0.419204443693161,0.4556043744087219,0.45956942439079285,0.5043203234672546,0.5245837569236755,0.5520516037940979,0.5656546950340271,0.5627660751342773,0.5574758052825928,0.5640198588371277,0.5455659031867981,0.5372010469436646,0.5274933576583862,0.48581233620643616,0.4664079248905182,0.4265122413635254,0.36915725469589233,0.34994950890541077,0.3169436752796173,0.2936916649341583,0.28283920884132385,0.29351240396499634,0.3182547092437744,0.3553242087364197,0.366761177778244,0.40436097979545593,0.40747934579849243,0.4343969523906708,0.45172372460365295,0.48794206976890564,0.4619596600532532,0.5023980736732483,0.5008569955825806,0.5147527456283569,0.522513210773468
train_00020,absorption_band,deep red,76.84420776367188,85.9697494506836,5.860185623168945,0.6914755702018738,0.6943227052688599,0.6663061380386353,0.6436383724212646,0.6011794805526733,0.5625640153884888,0.4867156445980072,0.41411611437797546,0.2952084541320801,0.07885977625846863,0.019999999552965164,0.026411866769194603,0.18169128894805908,0.23842911422252655,0.2985270619392395,0.37961524724960327,0.45344996452331543,0.5244178175926208,0.5768977999687195,0.6099639534950256,0.6378626823425293,0.6783068776130676,0.6797539591789246,0.6823499202728271,0.6912899017333984,0.7004979848861694,0.6949325799942017,0.686801552772522,0.7057123184204102,0.7092716693878174,0.6984353065490723,0.7032293677330017,0.7059131264686584,0.7047947645187378,0.699634850025177,0.6994773149490356,0.6986904740333557,0.6825204491615295,0.7005010843276978,0.6799356937408447,0.6855478286743164
train_00021,absorption_band,deep red,84.60330200195312,50.82288360595703,-14.275097846984863,0.6635612845420837,0.6633308529853821,0.6738777756690979,0.6589282751083374,0.6660613417625427,0.6526547074317932,0.6670441627502441,0.6625720858573914,0.655042827129364,0.6601826548576355,0.660699188709259,0.659839391708374,0.6802543997764587,0.6615564823150635,0.6601014137268066,0.641562819480896,0.6535785794258118,0.6598107218742371,0.6552571058273315,0.6747702956199646,0.6557146310806274,0.6606805920600891,0.6264740228652954,0.5831897258758545,0.510307252407074,0.4116062819957733,0.31618595123291016,0.17934462428092957,0.13409288227558136,0.1662220060825348,0.24868367612361908,0.36444374918937683,0.4709969758987427,0.548365592956543,0.6185539364814758,0.6496046185493469,0.6556746363639832,0.6693178415298462,0.6644526720046997,0.6567226648330688,0.669474720954895
train_00022,smooth_basis,near white,97.69796752929688,73.42344665527344,3.0948877334594727,0.6928796172142029,0.6756329536437988,0.6812793016433716,0.6789953708648682,0.6775611639022827,0.7024361491203308,0.7016718983650208,0.7202540636062622,0.7163206934928894,0.7380746006965637,0.763088047504425,0.7840684056282043,0.8065951466560364,0.8146754503250122,0.8654564619064331,0.8814637660980225,0.9315875768661499,0.9635313153266907,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.963146984577179,0.8624725341796875,0.8019461035728455,0.774865448474884,0.715459406375885,0.6977235078811646,0.7081968784332275,0.7323429584503174,0.749755322933197,0.7693067789077759,0.7926263213157654,0.8121532797813416,0.826108992099762
train_00023,smooth_basis,magenta,57.47129821777344,40.83403778076172,-27.89105224609375,0.2815731167793274,0.3179384171962738,0.3186289370059967,0.34877604246139526,0.3571676015853882,0.3755193054676056,0.36775898933410645,0.3835321366786957,0.37937280535697937,0.3540414571762085,0.3498287796974182,0.33382463455200195,0.308040976524353,0.2898646295070648,0.27871495485305786,0.28197091817855835,0.2750888764858246,0.2540253698825836,0.25129684805870056,0.24455232918262482,0.23156872391700745,0.2263062298297882,0.20806840062141418,0.1692475527524948,0.1799229383468628,0.14194023609161377,0.14270785450935364,0.11931979656219482,0.10278643667697906,0.07946498692035675,0.08924199640750885,0.07188986986875534,0.09701546281576157,0.10580462962388992,0.0893738865852356,0.11033330857753754,0.11303120851516724,0.1296093910932541,0.16144423186779022,0.1728193312883377,0.21128469705581665
train_00024,smooth_basis,near white,89.2063217163086,66.03157806396484,-19.633270263671875,0.7017059326171875,0.7084470987319946,0.7389376163482666,0.7554411888122559,0.7719757556915283,0.7982034087181091,0.8129251599311829,0.8081728219985962,0.8261883854866028,0.8231088519096375,0.832354724407196,0.8246121406555176,0.8411396145820618,0.8191655874252319,0.8008599281311035,0.8002386093139648,0.7505168914794922,0.7355579733848572,0.747496485710144,0.7250055074691772,0.7132713794708252,0.6856631636619568,0.6887643933296204,0.7009797096252441,0.6828727126121521,0.6715428233146667,0.6619564294815063,0.6599417924880981,0.6409451365470886,0.6637714505195618,0.6690500378608704,0.6445505023002625,0.6536166071891785,0.6487210392951965,0.6507976651191711,0.661198079586029,0.640065610408783,0.6673190593719482,0.668993353843689,0.6592286825180054,0.6372210383415222
train_00025,absorption_band,deep red,75.7094955444336,95.46342468261719,-33.0561408996582,0.6838922500610352,0.71064692735672,0.6911377310752869,0.6931352615356445,0.698520302772522,0.6831139922142029,0.7010304927825928,0.7084174752235413,0.7016721367835999,0.6828537583351135,0.6975031495094299,0.7061212062835693,0.6792704463005066,0.6810542941093445,0.6653076410293579,0.5457987785339355,0.3546372056007385,0.24473661184310913,0.31434905529022217,0.5110133290290833,0.6669802665710449,0.6857355833053589,0.6891911625862122,0.7009178400039673,0.6944676637649536,0.6646009087562561,0.6134340763092041,0.5677316784858704,0.4299239218235016,0.231754869222641,0.08021045476198196,0.1825503408908844,0.46176090836524963,0.6332623958587646,0.6664007902145386,0.6973308324813843,0.7168409824371338,0.7032358646392822,0.6949592232704163,0.6936696171760559,0.6946392059326172
train_00026,smooth_basis,deep red,53.37639617919922,71.62561798095703,-4.479455947875977,0.3040010333061218,0.2866728603839874,0.2466498166322708,0.25433388352394104,0.2342592477798462,0.19869579374790192,0.1998927742242813,0.19050998985767365,0.1809779703617096,0.16801407933235168,0.1626403033733368,0.1709248125553131,0.168099507689476,0.1301155686378479,0.1618461161851883,0.17276953160762787,0.16921237111091614,0.20256872475147247,0.23114021122455597,0.22640761733055115,0.26022204756736755,0.26751792430877686,0.28916820883750916,0.3283109962940216,0.3231479525566101,0.34452563524246216,0.3277946710586548,0.3662357032299042,0.3489466607570648,0.33099502325057983,0.3242979943752289,0.28806301951408386,0.2982238233089447,0.27099528908729553,0.2663487493991852,0.26587435603141785,0.27638357877731323,0.3089640736579895,0.3310908079147339,0.36573171615600586,0.3911999464035034
train_00027,smooth_basis,near white,93.02119445800781,62.601715087890625,-18.310630798339844,0.630309522151947,0.6547956466674805,0.6862626671791077,0.7277604937553406,0.7765799164772034,0.8048264980316162,0.8340714573860168,0.888969898223877,0.9223912358283997,0.9448659420013428,0.9619114398956299,0.9579888582229614,0.9477947354316711,0.9358990788459778,0.9085692763328552,0.9027230739593506,0.8724510669708252,0.8415816426277161,0.7907179594039917,0.7849059104919434,0.7890164852142334,0.7547323107719421,0.7509082555770874,0.7204312682151794,0.7353814840316772,0.7043342590332031,0.6903521418571472,0.6886071562767029,0.6547509431838989,0.6081633567810059,0.5763542652130127,0.5522609949111938,0.5391359925270081,0.5197537541389465,0.5141220688819885,0.5416148900985718,0.5459927916526794,0.6000401377677917,0.6149529814720154,0.6728317141532898,0.7002573609352112
train_00028,high_chroma,deep red,47.6705207824707,104.354736328125,16.258281707763672,0.06688924878835678,0.06640613079071045,0.06324850022792816,0.08234553784132004,0.09292672574520111,0.08209257572889328,0.0603281632065773,0.08192195743322372,0.08333536982536316,0.10735069960355759,0.07361627370119095,0.08655453473329544,0.11042829602956772,0.10165223479270935,0.10780628025531769,0.11012071371078491,0.12164009362459183,0.1391233652830124,0.1412939429283142,0.18292094767093658,0.19369925558567047,0.25427430868148804,0.30789342522621155,0.3669986128807068,0.45097601413726807,0.5313751101493835,0.6172332763671875,0.7127705812454224,0.7847417593002319,0.8626739978790283,0.8898773193359375,0.9247572422027588,0.8951248526573181,0.8652042746543884,0.8073210716247559,0.7542595267295837,0.6632851958274841,0.5749615430831909,0.5028271675109863,0.40516746044158936,0.36409154534339905
train_00029,smooth_basis,deep red,86.87210845947266,54.2989387512207,-9.209418296813965,0.44644930958747864,0.4556017220020294,0.5068525671958923,0.5351294279098511,0.5617606043815613,0.6062561273574829,0.6365405917167664,0.6506052613258362,0.656354546546936,0.7058895230293274,0.7230088114738464,0.7333471775054932,0.7476053833961487,0.7285086512565613,0.7579308748245239,0.7220521569252014,0.7299895882606506,0.6943816542625427,0.6892222762107849,0.6997185349464417,0.6666367650032043,0.660669207572937,0.6356250643730164,0.6109282970428467,0.6021380424499512,0.5608541965484619,0.5190311074256897,0.5022042393684387,0.48985761404037476,0.4639658033847809,0.4222242832183838,0.41118696331977844,0.3959965705871582,0.38437962532043457,0.36316245794296265,0.36191505193710327,0.35424622893333435,0.3642883896827698,0.36107704043388367,0.3490104079246521,0.3448420763015747
train_00030,smooth_basis,deep red,64.69678497314453,84.84211730957031,-31.017757415771484,0.6197195649147034,0.6107341051101685,0.5915844440460205,0.5605136156082153,0.5446215271949768,0.5384966135025024,0.5281144976615906,0.47393012046813965,0.47645506262779236,0.4607328176498413,0.42252543568611145,0.4048987925052643,0.3688430190086365,0.3535240590572357,0.321055144071579,0.3013518154621124,0.3277866840362549,0.30875346064567566,0.321100115776062,0.32521122694015503,0.3437992036342621,0.37901604175567627,0.39874592423439026,0.4359060823917389,0.4620477557182312,0.4842360317707062,0.5041861534118652,0.5351495742797852,0.522933304309845,0.5440923571586609,0.5641027688980103,0.5710580945014954,0.547762930393219,0.5607638359069824,0.5780739188194275,0.569176971912384,0.5648900866508484,0.5590258836746216,0.5551959872245789,0.5594205856323242,0.5512730479240417
train_00031,smooth_basis,deep red,72.38217163085938,24.04242706298828,8.118009567260742,0.2885344326496124,0.27579042315483093,0.2874416410923004,0.28077802062034607,0.2872925102710724,0.29207995533943176,0.2850446105003357,0.30051761865615845,0.27641355991363525,0.33219262957572937,0.34288376569747925,0.37875673174858093,0.3887555003166199,0.4263502359390259,0.46601954102516174,0.4857243001461029,0.49764078855514526,0.500251829624176,0.45262300968170166,0.45006564259529114,0.4040686786174774,0.3640035390853882,0.3158724308013916,0.3053520619869232,0.2522725760936737,0.265205442905426,0.2313660979270935,0.23835818469524384,0.23089025914669037,0.23974570631980896,0.22322285175323486,0.21555867791175842,0.21518969535827637,0.23086318373680115,0.22142919898033142,0.21016333997249603,0.20961672067642212,0.19427381455898285,0.21179571747779846,0.18827848136425018,0.21136035025119781
train_00032,neutral_flat,near white,97.16505432128906,77.85037231445312,-15.430986404418945,0.9206789135932922,0.910973072052002,0.9651093482971191,0.9726666808128357,0.9207892417907715,0.9417243599891663,0.9460459351539612,0.9383565783500671,0.9194769263267517,0.9116696119308472,0.9182058572769165,0.9366618990898132,0.9323902130126953,0.9336214065551758,0.9057042002677917,0.9453104734420776,0.9472975730895996,0.9114927053451538,0.9420309066772461,0.8992798328399658,0.9137585759162903,0.9469290375709534,0.9654666185379028,0.9271502494812012,0.9359646439552307,0.9223992824554443,0.9402187466621399,0.9340210556983948,0.9479538798332214,0.9274362325668335,0.9100350737571716,0.9006177186965942,0.9226235151290894,0.9261770844459534,0.9282366037368774,0.9268847107887268,0.9631882905960083,0.9108145833015442,0.9349349141120911,0.9336214065551758,0.9334315657615662
